yrsInLeague,ERA,HR9,WHIP,SO9,ASG_Result
5,4.962,1.441,1.447,4.696,NO
7,2.549,0.579,1.017,10.197,NO
11,2.537,0.634,1.238,4.621,NO
6,5.021,1.279,1.468,5.211,NO
2,3.592,0.811,1.133,9.386,NO
5,6.065,0.783,1.457,9.978,NO
8,2.124,0.303,1.281,3.64,NO
5,2.815,1.147,0.985,7.089,NO
4,5.327,1.469,1.449,8.082,NO
4,4.876,1.643,1.272,8.572,NO
8,3.176,0.397,1.544,10.324,NO
10,3.691,0.777,1.014,11.072,NO
1,4.325,0.956,1.411,5.145,NO
7,4.232,1.459,1.443,6.422,NO
1,2.533,0.382,1.142,6.26,NO
2,2.551,0.213,1.087,6.591,NO
2,5.707,1.317,1.683,8.341,NO
2,2.577,0.614,1.241,7.609,NO
3,3.482,1.075,1.161,7.954,NO
2,2.054,0.88,0.978,10.125,NO
5,3.984,1.416,1.333,6.33,NO
4,2.66,0.665,1.197,9.576,NO
5,5.563,0.543,1.447,6.377,NO
3,4.172,0.656,1.354,8.156,NO
8,2.681,1.34,1.362,6.894,NO
7,2.923,0.974,1.268,5.985,NO
4,4.263,0.947,1.311,7.958,NO
2,2.749,0.323,1.365,5.497,NO
12,4.808,1.321,1.38,4.28,NO
3,2.857,0.429,1.254,9,NO
2,3.3,0.6,1.433,6.2,NO
1,3.857,0.665,1.478,11.039,NO
7,3.534,0.387,1.319,2.429,NO
10,3.444,0.827,1.179,5.372,NO
3,3.445,0.56,1.335,8.569,NO
5,2.924,0.682,1.051,5.653,NO
4,4.374,0.925,1.374,3.995,NO
12,4.616,0.784,1.505,4.965,NO
6,2.975,0.686,1.284,7.78,NO
5,3.198,1.041,1.182,5.058,NO
1,3.688,0.659,1.156,6.761,NO
4,2.943,0.794,1.256,7.007,NO
2,5.053,1.011,1.636,6.064,NO
0,3.901,0.456,1.334,4.964,NO
4,3.037,0.815,1.189,6.778,NO
4,3.337,0.607,1.365,3.489,NO
8,3.139,0.805,1.243,7.243,NO
6,4.43,1.002,1.318,4.113,NO
5,3.549,0.507,1.38,4.437,NO
5,4.749,0.678,1.452,4.251,NO
7,3.866,0.644,1.532,8.119,NO
4,3.566,0.509,1.264,6.962,NO
5,4.253,1.031,1.475,4.897,NO
3,5.678,0.579,1.609,4.867,NO
1,3.34,1.392,1.144,10.438,NO
2,4.197,0.56,1.648,4.756,NO
1,4.412,1.261,1.36,6.934,NO
7,2.99,0.669,1.205,4.775,NO
15,2.813,0.938,1.271,9.75,NO
3,2.594,0.707,1.087,7.546,NO
1,1.648,0.507,0.915,8.62,NO
3,5.778,1.576,1.681,6.934,NO
10,3.93,0.854,1.329,4.614,NO
5,3.066,0.707,1.192,4.716,NO
4,4.161,1.085,1.397,5.337,NO
9,4.034,1.158,1.349,2.956,NO
4,5.226,1.524,1.427,7.621,NO
8,3.993,0.713,1.31,3.993,NO
9,3.462,1.385,1.25,6.923,NO
4,3.148,0.848,1.09,7.022,NO
11,3.24,1.26,1.2,7.2,NO
2,4.853,0.373,1.659,3.484,NO
4,4.673,0.692,1.538,7.442,NO
5,4.181,0.871,1.219,7.142,NO
7,4.327,1.125,1.341,5.625,NO
2,3.49,1.102,1.367,8.082,NO
11,3.767,0.785,1.326,5.965,NO
6,4.5,1.235,1.392,5.868,NO
2,5.226,1.089,1.452,10.887,NO
1,2.803,0.536,1.292,5.441,NO
10,3.217,0.46,1.417,7.468,NO
9,3.699,0.555,1.541,6.473,NO
1,3.226,0.509,1.255,5.858,NO
15,5.104,0.823,1.848,8.396,NO
1,4.32,1.17,1.285,6.12,NO
0,4.974,1.895,1.289,9.474,NO
13,4.127,0.943,1.231,6.603,NO
2,3.721,0.908,1.316,5.718,NO
8,3.475,0.401,1.337,8.153,NO
0,4.817,0.896,1.519,6.386,NO
3,4.793,0.639,1.509,8.787,NO
8,3.059,0.499,1.371,3.957,NO
7,4.533,1.182,1.467,8.277,NO
10,2.676,0.549,1.254,4.666,NO
1,3.206,1.013,1.106,6.075,NO
9,2.154,0.923,0.923,6.538,NO
7,4.982,0.598,1.483,6.875,NO
0,4.522,1.064,1.404,6.251,NO
4,4.475,1.492,1.624,5.818,NO
10,4.558,0.935,1.403,6.078,NO
1,3.918,0.794,1.476,3.706,NO
0,4.959,2.02,1.347,7.714,NO
9,3.306,0.771,1.237,4.812,NO
4,6.079,1.788,1.669,8.762,NO
6,3.323,1.246,1.2,6.231,NO
1,5.425,1.479,1.384,8.63,NO
5,2,0.5,1.194,5.25,NO
4,5.226,1.016,1.532,7.113,NO
3,2.375,1.5,1.069,10,NO
9,3.359,0.84,1.242,5.813,NO
8,5.595,0.973,1.514,6.081,NO
7,4.69,1.014,1.31,6.592,NO
4,4.238,1.57,1.221,10.831,NO
4,2.25,0.9,1.083,9.75,NO
4,3.984,0.59,1.475,8.262,NO
3,4.071,1.286,1.429,7.714,NO
4,4.389,0.355,1.557,7.803,NO
4,3.649,0.73,1.265,14.011,NO
7,3.677,0.574,1.302,7.468,NO
5,4.688,0.938,1.438,8.438,NO
10,3.779,1.229,1.29,3.961,NO
5,2.818,0.364,1.263,3.364,NO
2,3.077,0.377,1.381,6.153,NO
5,3.979,0.995,1.168,7.247,NO
5,2.778,0.667,1.395,3.111,NO
4,2.607,0.559,1.066,9.403,NO
5,5.241,0.953,1.549,5.479,NO
7,3.284,0.531,1.277,7.68,NO
3,4.154,0.593,1.187,7.269,NO
8,4.032,0.733,1.425,5.253,NO
9,2.531,0.844,0.984,9.141,NO
6,4.212,0.972,1.44,6.156,NO
9,4.239,0.659,1.537,3.293,NO
3,1.993,0.725,1.148,12.141,NO
2,3.923,0.692,1.325,4.385,NO
1,1.989,0.853,1.184,3.695,NO
5,4.984,1.04,1.358,3.987,NO
1,3.834,0.32,1.509,5.112,NO
2,4.682,1.717,1.249,6.711,NO
0,3.353,0.882,1.353,9.176,NO
2,3.6,0.8,1.422,8.8,NO
0,2.062,0.295,1.058,8.738,NO
6,3.574,0.662,1.162,7.412,NO
6,2.93,0.713,1.337,5.899,NO
3,3.42,0.765,1.215,4.725,NO
11,6.093,1.553,1.712,8.124,NO
7,2.571,0.445,1.154,9.989,NO
3,4.124,0.856,1.293,4.63,NO
7,5.087,0.196,1.435,6.261,NO
2,3.718,0.752,1.475,4.825,NO
9,4.88,0.651,1.627,5.53,NO
6,5.014,1.35,1.414,5.4,NO
0,4.515,0.361,1.706,6.773,NO
10,2.722,0.441,1.21,4.267,NO
5,4.46,0.482,1.554,6.991,NO
0,4.204,1.682,1.329,6.54,NO
4,2.969,0.707,1.414,7.351,NO
8,3.068,0.307,1.341,5.523,NO
2,1.488,0.425,1.11,4.783,NO
6,4.2,1,1.4,5.4,NO
2,3.375,0.519,1.139,9.995,NO
6,4.142,0.767,1.33,8.591,NO
0,4.122,0.756,1.473,3.435,NO
2,4.268,1.007,1.327,4.556,NO
9,3.569,0.776,1.259,6.362,NO
6,4.112,0.959,1.249,7.812,NO
7,4.802,0.64,1.791,5.229,NO
13,5.523,0.245,1.691,7.486,NO
13,3.968,0.919,1.28,4.887,NO
3,2.611,0.556,1.302,4.222,NO
7,5.641,1.053,1.63,4.964,NO
1,5.009,0.855,1.602,5.376,NO
0,2.481,0.584,0.941,8.903,NO
5,0.977,0.244,1.086,8.186,NO
7,4.346,0.79,1.302,6.454,NO
1,3.931,0.89,1.319,5.118,NO
5,3.248,0.508,1.105,7.511,NO
3,4.398,0.733,1.452,5.986,NO
1,4.154,0.85,1.28,8.449,NO
5,3.062,0.557,1.175,3.758,NO
1,3.873,0.553,1.5,6.307,NO
6,4.206,0.831,1.362,6.231,NO
5,3.44,0.895,1.126,3.063,NO
3,3.356,0.826,1.256,11.203,NO
11,4.584,1.118,1.366,5.758,NO
8,2.793,0.776,1.293,7.526,NO
1,3.51,1.035,1.22,7.38,NO
1,2.943,0.896,1.009,9.469,NO
3,6.216,0.583,1.791,6.216,NO
7,2.981,0.904,1.184,5.795,NO
4,4.5,1.011,1.472,5.208,NO
1,3.796,0.245,1.463,5.204,NO
5,3.4,0.729,1.219,5.343,NO
3,3.952,0.626,1.217,5.478,NO
1,4.708,0.415,1.569,5.815,NO
1,4.355,1.887,1.194,9.145,NO
5,3.308,0.894,1.162,6.705,NO
0,3.979,0.853,1.437,9.237,NO
4,1.528,0.255,0.906,7.259,NO
6,2.492,0.49,1.253,4.738,NO
9,4.05,1.125,1.275,7.875,NO
1,5.112,1.598,1.704,10.864,NO
7,3.093,0.833,1.308,4.877,NO
11,3.081,0.73,1.171,4.784,NO
2,3.392,0.814,1.387,5.427,NO
2,5.69,0.983,1.632,6.672,NO
17,4.925,1.358,1.698,9.17,NO
7,1.955,0.186,1.179,5.493,NO
5,2.54,0.936,0.832,11.495,NO
3,2.605,0.632,1.105,6.316,NO
4,3.89,0.915,1.169,6.75,NO
0,2.839,0.598,1.151,8.568,NO
7,1.473,0.245,1.036,9.818,NO
5,4.5,1.385,1.346,6.75,NO
8,4.263,0.711,1.303,7.816,NO
8,5.764,1.213,1.365,7.129,NO
4,2.953,1.125,1.219,7.594,NO
3,4.017,1.074,1.225,4.391,NO
3,4.362,1.179,1.572,7.9,NO
4,6.395,1.954,1.52,7.105,NO
6,4.106,1.12,1.41,8.088,NO
8,2.445,0.611,1.053,4.483,NO
5,3.214,0.9,1.2,6.3,NO
5,3.522,0.64,1.411,5.976,NO
3,3.414,0.621,1.276,10.397,NO
2,2.425,0.485,1.042,7.599,NO
9,4.333,0.889,1.346,3.444,NO
7,4.473,0.639,1.491,9.266,NO
1,2.722,0.327,1.415,5.988,NO
2,2.045,0.818,1.023,8.386,NO
0,5.143,1.714,1.571,7.929,NO
6,4.896,1.166,1.368,5.689,NO
2,2.301,0.46,1.202,7.44,NO
1,5.063,1.205,1.58,8.438,NO
12,4.202,0.788,1.372,6.041,NO
1,4.544,1.201,1.503,4.544,NO
7,2.817,0.388,1.165,8.935,NO
6,4.863,1.152,1.514,6.782,NO
11,4.073,1.207,1.408,5.43,NO
10,5.041,0.582,1.594,3.539,NO
6,4.103,0.794,1.441,8.868,NO
0,2.912,0.926,1.191,7.809,NO
0,4.81,1.5,1.414,8.172,NO
10,7.115,2.189,1.581,8.939,NO
10,3.625,1.375,1.181,8.75,NO
4,4.851,1.078,1.606,5.929,NO
4,8.566,1.49,2.007,7.448,NO
0,5.596,1.399,1.57,5.876,NO
9,3.905,1.116,1.215,5.857,NO
1,3.205,0.291,1.327,5.633,NO
4,2.154,0.574,1.42,6.319,NO
0,4.139,0.788,1.555,6.504,NO
2,1.362,0.248,1.032,6.936,NO
4,2.661,0.776,1.164,5.6,NO
2,3.517,0.651,1.267,4.625,NO
6,2.732,0.643,1.107,9.804,NO
2,3.265,0.726,1.221,4.871,NO
2,4.212,1.188,1.452,6.804,NO
6,4.469,0.698,1.402,4.841,NO
11,3.72,0.36,1.587,4.8,NO
8,1.862,0.466,1.086,8.728,NO
7,4.139,1.396,1.278,6.305,NO
5,3.121,0.936,1.11,6.711,NO
3,4.204,0.693,1.401,4.247,NO
2,3.81,0.653,1.464,2.395,NO
6,4.726,1.217,1.456,5.568,NO
1,4.5,1.5,1.067,7.35,NO
4,4.422,0.941,1.568,7.056,NO
3,2.919,1.07,1.124,3.162,NO
2,4.863,1.342,1.447,9.335,NO
1,3.538,0.884,1.243,4.682,NO
9,3.613,0.808,1.278,6.988,NO
2,3.534,1.042,1.304,6.977,NO
7,2.919,0.486,1.324,6.811,NO
4,3.964,0.42,1.461,6.062,NO
3,8.463,0.806,1.881,6.448,NO
2,6.127,1.402,1.477,6.49,NO
2,4.164,0.883,1.416,6.435,NO
12,4.804,0.994,1.509,4.472,NO
4,5.01,0.557,1.33,4.732,NO
4,2.988,0.783,1.225,3.273,NO
7,3.793,1.029,1.314,3.921,NO
4,3.66,0.932,1.024,5.11,NO
10,3.536,1.071,1.357,4.607,NO
4,4.684,1.515,1.347,7.163,NO
5,2.656,0.295,1.393,9.295,NO
3,3.693,0.509,1.373,8.915,NO
2,1.317,0.659,0.915,9.22,NO
1,2.492,0.623,1.385,3.738,NO
10,2.549,1.227,1.059,8.685,NO
8,3.528,0.136,1.342,4.477,NO
11,3.736,1.019,1.434,12.566,NO
1,2.019,0.505,1.065,6.182,NO
9,5.301,1.16,1.583,6.129,NO
4,5.207,1.157,1.35,9.064,NO
1,3.331,0.622,1.174,7.683,NO
7,6,1.286,1.381,11.357,NO
3,3.503,0.826,1.259,4.362,NO
3,3.128,1.011,1.171,7.412,NO
3,4.444,1.222,1.358,5.556,NO
4,3.764,1.075,1.272,8.296,NO
9,2.277,0.488,1.084,9.108,NO
1,4.42,1.278,1.331,6.763,NO
10,5.311,1.328,1.672,6.418,NO
1,3.553,0.568,1.295,7.389,NO
5,4.714,1.13,1.524,4.481,NO
3,3.431,0.448,1.193,10.293,NO
5,4.65,0.65,1.533,4,NO
9,0.888,0.533,0.987,8.704,NO
11,4.071,1.5,1.262,7.286,NO
4,5.616,1.08,1.704,8.64,NO
2,3.669,0.941,1.422,5.833,NO
0,5.291,1.137,1.418,4.747,NO
0,6.3,0.9,1.788,3.375,NO
6,4.566,1.142,1.384,5.807,NO
1,3.677,0.097,1.398,6.194,NO
2,3.051,0.925,1.469,5.178,NO
3,2.656,0.59,1.213,9.738,NO
18,3.082,0.863,1.11,7.027,NO
4,3.6,0.831,1.277,9.692,NO
10,4.078,0.563,1.438,9.844,NO
4,4.142,0.92,1.33,9.972,NO
7,3.558,1.256,1.209,6.07,NO
3,4.138,1.188,1.325,6.842,NO
3,4.846,1.212,1.558,8.654,NO
9,5.321,0.788,1.686,9.657,NO
3,3.074,0.52,1.103,8.606,NO
1,2.326,0.607,1.135,6.775,NO
4,3.274,0.517,1.174,3.102,NO
2,3.96,0.72,1.213,11.04,NO
1,5.981,1.196,1.62,4.044,NO
10,3.682,0.76,1.266,5.844,NO
4,4.081,0.854,1.281,5.362,NO
1,4.233,1.144,1.449,7.208,NO
6,3.93,0.761,1.324,4.69,NO
9,2.893,0.675,1.136,5.641,NO
2,3.321,0.589,1.113,6.321,NO
3,2.657,0.319,1.488,3.614,NO
1,3.008,0.752,1.345,4.513,NO
8,4.509,1.588,1.298,6.148,NO
1,2.64,0.6,1.1,5.28,NO
4,5.091,0.926,1.389,6.171,NO
16,4.372,0.648,1.529,3.805,NO
2,3.161,0.79,1.2,5.663,NO
3,3.498,0.874,1.397,6.996,NO
6,4.413,0.952,1.587,6.404,NO
6,5.684,0.388,1.722,3.876,NO
1,2.335,0,1.173,6.09,NO
2,3.475,0.713,1.376,4.277,NO
2,4.137,1.306,1.694,8.274,NO
2,5.808,1.477,1.76,6.775,NO
4,4.536,1.08,1.224,7.992,NO
1,3.048,0.762,1.276,5.661,NO
5,3.362,0.611,1.449,7.642,NO
6,4.081,0.157,1.587,5.651,NO
5,4.703,0.523,1.452,7.49,NO
1,3.476,0.811,1.352,9.85,NO
4,5.548,0.74,1.726,9.062,NO
5,3.313,0.994,1.325,5.466,NO
9,4.33,0.764,1.613,11.208,NO
6,4.29,0.746,1.539,5.829,NO
7,2.563,0.513,0.987,8.544,NO
0,3.444,0.778,1.42,5.111,NO
3,3.607,1.403,1.28,8.716,NO
3,1.849,0.647,0.873,10.911,NO
11,3.436,0.982,1.265,4.025,NO
4,4.119,0.458,1.297,7.093,NO
4,3.39,0.694,1.23,6.985,NO
9,3.375,1.614,1.484,10.712,NO
3,3.994,0.479,1.402,7.349,NO
6,4.525,1.056,1.575,7.542,NO
1,2.243,0.086,1.409,2.847,NO
2,3.014,0.502,1.437,8.163,NO
10,2.901,0.446,1.475,4.24,NO
6,3.096,1.362,0.963,5.945,NO
1,4.018,0.778,1.421,6.091,NO
7,2.077,0.328,1.136,4.209,NO
8,3.935,0.678,1.221,3.799,NO
2,5.953,1.488,1.677,8.929,NO
9,5.273,1.16,1.354,4.693,NO
5,5.172,1.138,1.483,3.103,NO
0,2.979,0.745,1.2,6.983,NO
2,4.745,0.904,1.556,9.715,NO
4,3.919,1.306,1.016,10.597,NO
3,3.329,0.512,1.171,3.659,NO
1,2.7,1.2,1.133,11.25,NO
2,3.836,0.747,1.467,7.771,NO
2,3.184,0.509,1.288,5.604,NO
5,3.894,0.909,1.298,5.971,NO
8,4.701,0.707,1.572,4.243,NO
5,2.48,0.964,1.071,7.439,NO
4,2.762,0.584,1.063,5.097,NO
0,2.396,0,1.544,6.55,NO
2,4.045,0.893,1.541,7.249,NO
2,3.783,0.522,1.246,9.13,NO
13,5.839,1.148,1.713,6.139,NO
5,3.857,0.208,1.471,4.066,NO
4,2.81,0.489,1.072,8.674,NO
8,3.09,0.537,1.164,6.716,NO
3,3.275,0.728,1.173,5.968,NO
5,3.266,1.306,1.21,8.056,NO
11,5.36,1.39,1.588,6.75,NO
3,5.912,1.38,1.533,9.854,NO
5,4.945,0.495,1.692,3.462,NO
3,2.914,0.583,1.317,7.381,NO
2,2.623,0.386,1.414,3.934,NO
2,3.38,0.823,1.17,6.674,NO
14,2.683,0.671,1.286,5.702,NO
3,3.736,1.189,1.321,8.83,NO
4,4.202,0.735,1.623,4.202,NO
7,2.875,0.875,1.319,7.75,NO
3,2.725,0.413,1.138,7.596,NO
2,3.537,0.943,1.179,10.14,NO
5,3.039,0.818,1.26,7.247,NO
3,4.732,1.295,1.373,4.185,NO
17,4.105,1.421,1.491,9.158,NO
1,3.909,0.564,1.361,5.44,NO
11,2.671,0.572,1.018,10.304,NO
10,2.041,0.628,1.099,5.18,NO
5,4.046,1.104,1.422,5.26,NO
8,4.042,0.97,1.527,10.509,NO
1,5.669,1.193,1.591,6.713,NO
2,4.301,0.673,1.434,5.983,NO
7,4.522,1.197,1.537,6.65,NO
1,3.549,1.648,1.352,8.873,NO
10,2.939,0.735,1.367,12.673,NO
5,3.256,0.635,1.16,4.606,NO
3,1.867,0.431,0.989,6.176,NO
4,4.333,1.004,1.339,7.133,NO
2,3.492,0.886,1.292,5.577,NO
8,5.8,0.6,1.778,7.2,NO
6,4.935,1.597,1.629,5.806,NO
5,3.547,0.394,1.467,6.898,NO
3,4.524,1.022,1.362,8.465,NO
8,4.378,1.022,1.459,9.632,NO
6,4.641,1.125,1.406,5.203,NO
6,2.692,0.925,1.075,5.972,NO
3,4.1,1.5,1.328,3.4,NO
10,3.321,1.011,1.444,10.829,NO
1,5.589,1.516,1.568,8.147,NO
0,1.944,0.648,1.176,10.476,NO
6,4.762,0.691,1.459,3.725,NO
0,3.693,0.637,1.443,4.712,NO
7,4.795,0.994,1.507,4.234,NO
6,2.55,0.627,1.142,5.433,NO
3,2.25,0.614,0.92,11.352,NO
13,4.344,1.421,1.254,2.598,NO
3,3.971,1.906,1.112,13.976,NO
1,3.51,0.27,1.32,6.75,NO
4,3.876,0.775,1.177,7.105,NO
3,4.5,0.844,1.479,5.203,NO
7,5.043,1.474,1.435,8.147,NO
4,2.673,0.668,0.995,10.292,NO
1,5.411,1.436,1.448,9.221,NO
8,2.241,0.448,1.27,7.394,NO
3,4.154,0.779,1.327,8.308,NO
7,3.941,2.043,1.297,7.589,NO
5,4.85,1.049,1.485,4.325,NO
6,4.405,1.137,1.563,5.542,NO
5,4.141,0.773,1.27,8.117,NO
3,4.235,0.529,1.471,7.765,NO
4,4.062,0.862,1.359,4.842,NO
8,3.869,1.209,1.272,7.818,NO
7,3.763,0.919,1.269,6.083,NO
2,4.084,0.743,1.22,7.639,NO
2,4.065,1.016,1.435,8.565,NO
1,3.506,0.401,1.247,4.258,NO
5,5.078,0.495,1.528,5.45,NO
3,4.139,1.129,1.286,4.704,NO
5,3.302,0.777,1.174,8.624,NO
2,3.034,0.425,1.24,5.036,NO
3,5.196,0.711,1.683,3.686,NO
4,2.62,0.342,1.228,7.747,NO
3,3.619,1.253,1.222,9.464,NO
4,1.812,0.362,1.148,3.081,NO
13,2.94,0.327,1.234,7.185,NO
11,1.824,1.095,1.054,11.311,NO
9,4.479,1.28,1.28,7.294,NO
4,2.292,0.892,0.892,10.189,NO
3,3.248,1.015,1.308,9.135,NO
4,3.799,0.814,1.447,7.462,NO
9,5.661,0.435,1.669,5.226,NO
5,1.985,0.397,1.059,8.14,NO
1,4.273,0.909,1.374,4.955,NO
3,2.215,0.844,1.09,6.328,NO
2,4.126,0.779,1.375,5.593,NO
8,3.695,0.568,1.247,5.542,NO
7,3.649,0.851,1.338,3.649,NO
8,5.246,1.234,1.44,4.937,NO
3,6.395,1.599,1.579,6.217,NO
7,3.47,0.762,1.392,5.925,NO
8,3.762,0.92,1.282,5.517,NO
3,4.659,0.677,1.5,5.456,NO
1,3.27,0.844,1.102,6.645,NO
3,2.836,0,1.37,7.521,NO
5,3.203,0.61,1.322,10.22,NO
3,4.676,1.156,1.352,4.927,NO
6,3.326,0.978,1.196,10.957,NO
3,4.536,1.62,1.26,10.26,NO
5,3.576,1.073,1.013,9.477,NO
3,3.089,1.295,1.251,5.779,NO
6,7.697,1.776,1.789,6.276,NO
6,4.375,0.792,1.407,5.583,NO
1,5.953,0.85,1.866,5.528,NO
9,4.5,1.324,1.191,7.147,NO
2,3.935,1.09,1.318,4.722,NO
5,3.839,0.619,1.266,6.936,NO
11,3.784,1.176,1.188,5.114,NO
4,4.859,1.054,1.503,3.805,NO
13,8.182,1.636,2.03,7.909,NO
1,4.602,0.307,1.193,10.739,NO
9,4.403,0.927,1.326,3.245,NO
7,3.711,1.536,1.322,6.398,NO
4,3.983,0.879,1.362,6.31,NO
10,4.315,0.74,1.247,7.644,NO
2,4.263,1.776,1.434,6.276,NO
2,2.919,0.365,1.386,6.495,NO
5,4.863,0.419,1.537,4.612,NO
1,4.058,0.911,1.371,7.123,NO
5,2.613,0.145,1.081,5.806,NO
2,4.562,1.326,1.196,8.328,NO
2,5.137,0.966,1.556,7.463,NO
1,5.803,1.131,1.563,5.607,NO
4,5.118,1.588,1.373,8.471,NO
3,3.56,1.038,1.648,7.418,NO
14,2.342,0.964,0.903,8.679,NO
16,1.392,0.278,0.742,11.969,NO
12,3.379,0.649,1.331,5.359,NO
9,2.613,0.581,1.226,7.113,NO
2,4.674,0.998,1.387,6.534,NO
2,2.442,0.678,1.07,10.176,NO
10,4.571,1.222,1.394,5.687,NO
0,3.269,0.726,1.157,4.601,NO
4,4.618,0.178,1.579,8.704,NO
7,3.298,0.824,1.237,7.626,NO
7,2.186,0.514,1.1,7.714,NO
1,2.56,0.931,1.138,5.819,NO
3,4.143,0.978,1.366,3.166,NO
2,4.909,1.636,1.481,5.143,NO
12,5.678,1.97,1.635,6.373,NO
3,3.789,1.184,1.395,5.092,NO
9,4.59,1.08,1.44,6.075,NO
6,2.862,0.249,1.203,5.724,NO
7,3.262,0.906,1.208,5.617,NO
1,3.967,1.102,1.249,7.439,NO
6,3.524,0.397,1.29,3.375,NO
4,4.144,0.802,1.307,7.084,NO
0,6.19,1.185,1.654,3.951,NO
5,4.68,0.84,1.573,6.96,NO
1,3.689,0.689,1.393,3.492,NO
1,3.595,0.959,1.385,4.793,NO
5,4.229,0.651,1.355,12.036,NO
4,4,0.6,1.267,8.4,NO
7,5,1.2,1.667,8.6,NO
7,4.945,1.335,1.429,5.934,NO
1,4.392,0.976,1.542,7.97,NO
8,3.335,0.43,1.231,7.745,NO
1,3.873,0.818,1.212,4.2,NO
2,7.342,0.829,1.816,4.5,NO
0,3.654,0.609,1.263,3.451,NO
4,4.5,0.885,1.566,6.049,NO
1,3.59,0.862,1.245,6.463,NO
3,2.444,0.535,1.095,10.273,NO
3,2.986,0.26,1.168,12.851,NO
1,6.183,1.565,1.643,6.574,NO
7,3.276,1.39,1.268,5.559,NO
7,3.933,0.795,1.272,5.789,NO
3,3.878,0.448,1.381,4.624,NO
1,3.677,0.726,1.22,5.661,NO
6,3.488,0.861,1.124,8.569,NO
1,3.086,1.543,1.406,9.874,NO
7,3.506,0.935,1.286,9.701,NO
10,2.382,0.662,1.279,10.456,NO
3,3.484,0.697,1.316,6.794,NO
9,4.706,0.743,1.872,5.45,NO
7,4.974,1.066,1.579,6.039,NO
9,3.086,0.771,1.264,8.293,NO
5,4.401,1.07,1.52,6.542,NO
8,2.501,0.463,1.292,3.983,NO
18,2.294,0.529,1.137,7.765,NO
1,2.924,0.78,1.083,9.211,NO
1,3.845,0.992,1.342,7.608,NO
5,5.294,0.794,1.5,5.294,NO
5,3.304,0.911,1.405,12.076,NO
3,4.369,0.784,1.357,6.386,NO
5,3.465,0.866,1.187,6.064,NO
0,4.186,2.093,1.279,9.628,NO
3,4.368,1.112,1.341,6.75,NO
1,3.265,0.634,1.099,5.361,NO
9,4.765,1.059,1.412,4.341,NO
9,4.175,1.113,1.577,7.237,NO
5,4.643,0.688,1.49,8.599,NO
2,3.687,1.193,1.289,5.096,NO
6,4.547,1.374,1.379,7.721,NO
15,3.431,0.298,1.293,7.309,NO
2,2.626,0.328,1.35,8.535,NO
9,3.559,0.736,1.486,4.418,NO
8,3.747,0.961,1.26,5.477,NO
8,4.61,1.185,1.434,7.244,NO
1,4.096,1.517,1.399,8.191,NO
6,1.988,0.828,1.031,10.27,NO
0,2.99,0.879,1.085,7.3,NO
5,4.897,1.483,1.423,4.672,NO
3,3.574,0.397,1.397,6.353,NO
15,5.693,1.627,1.364,7.401,NO
1,4.326,1.193,1.508,7.011,NO
5,3.647,1.089,1.216,7.567,NO
4,4.796,0.711,1.342,5.151,NO
1,2.911,0.502,1.316,5.922,NO
2,4.777,0.64,1.597,5.588,NO
5,5.328,0.948,1.645,3.973,NO
6,3.347,0.669,1.19,11.38,NO
6,5.018,0,1.619,5.257,NO
8,4.374,1.056,1.642,7.994,NO
8,4.433,1.612,1.448,7.522,NO
5,3.692,0.923,1.231,10.385,NO
4,3.841,0.678,1.268,6.665,NO
7,4.07,0.543,1.266,6.784,NO
5,3.533,1.009,1.206,6.182,NO
1,3.996,1.267,1.538,5.069,NO
3,4.293,0.668,1.527,8.205,NO
5,3.146,0.328,1.391,3.703,NO
1,3.361,0.759,1.343,5.422,NO
5,4.13,1.261,1.329,4.348,NO
0,4.39,0.659,1.585,8.341,NO
2,4.295,0.767,1.415,9.205,NO
5,4.547,1.347,1.441,5.052,NO
1,4.215,1.712,1.156,8.298,NO
0,1.995,0.798,1.345,7.315,NO
2,4.689,1.132,1.617,7.922,NO
2,4.383,1.403,1.344,4.383,NO
4,4.066,1.325,1.305,4.066,NO
5,2.425,0.808,1.024,7.922,NO
2,4.738,0.903,1.529,5.716,NO
5,2.415,0.988,1.079,5.378,NO
0,2.827,0.707,1.209,4.382,NO
3,4.336,1.577,1.292,11.234,NO
1,3.642,0.628,1.451,5.902,NO
5,3.596,1.002,1.382,5.247,NO
6,4.543,1.446,1.509,5.524,NO
3,4.05,1.013,1.669,5.231,NO
3,2.905,0.573,1.132,4.418,NO
6,3.635,0.571,1.333,5.452,NO
3,3.288,0.865,1.096,11.423,NO
6,3.647,0.853,1.328,4.5,NO
1,2.952,1,1.153,5.571,NO
6,4.456,1.573,1.442,6.16,NO
1,3.911,1.136,1.224,4.668,NO
6,3.93,1.48,1.231,8.064,NO
8,2.959,0.493,1.315,4.562,NO
1,5.128,1.452,1.311,3.721,NO
5,3.904,0.542,1.542,4.771,NO
4,4.429,0.596,1.495,5.792,NO
5,5.154,0.784,1.456,6.05,NO
6,4.187,1.251,1.203,6.69,NO
8,5.322,1.558,1.457,5.452,NO
1,3.162,0.243,1.257,3.162,NO
6,5.927,1.152,1.646,5.433,NO
1,4.003,0.863,1.334,8.634,NO
14,4.166,0.463,1.371,4.32,NO
16,4.5,1.607,1.357,5.464,NO
6,3.294,0.716,1.186,5.192,NO
6,2.893,0.643,1.179,8.036,NO
5,6.794,2.003,1.616,5.313,NO
3,4.05,1.013,1.181,8.269,NO
3,6.849,1.489,1.919,4.07,NO
