yrsInLeague,ERA,HR9,WHIP,SO9,ASG_Result
4,3.098,0.443,1.303,7.967,NO
1,4.519,0.781,1.432,8.758,NO
4,2.951,1.033,1.377,9.148,NO
4,2.328,0.333,1.256,5.121,NO
5,5.352,1.546,1.441,4.401,NO
1,3.935,0.492,1.451,4.81,NO
6,4.458,1.093,1.364,6.981,NO
6,3.602,0.785,1.332,5.6,NO
6,3.717,0.547,1.433,7.761,NO
1,4.045,0.829,1.348,7.359,NO
1,4.146,0.708,1.449,5.461,NO
11,2.378,0.14,1.181,6.715,NO
7,3.115,1.454,1.431,7.477,NO
8,3.602,0.78,1.25,5.608,NO
8,1.578,0.351,0.994,6.312,NO
9,4.289,0.39,1.408,4.874,NO
8,1.976,0.823,1.098,10.866,NO
12,4.335,1.115,1.472,9.165,NO
3,3.263,0.788,1.25,7.763,NO
5,4.706,1.387,1.349,5.301,NO
3,2.641,0.587,1.435,8.511,NO
5,4.154,2.077,1.343,8.497,NO
11,5.255,1.205,1.511,6.991,NO
2,3.361,0.927,0.966,6.721,NO
15,2.769,0.831,1.108,3.692,NO
0,3.393,0.707,1.335,8.058,NO
5,5.341,0.98,1.557,6.174,NO
5,4.481,1.379,1.519,7.009,NO
4,3.529,0.529,1.157,8.824,NO
1,4.9,1.147,1.737,5.629,NO
10,2.104,0,1.422,2.981,NO
10,4.678,1.22,1.469,4.983,NO
1,4.373,1.627,1.271,8.339,NO
1,2.857,0.286,1.222,6.143,NO
3,4.388,0.844,1.65,7.256,NO
3,3.335,1.076,1.398,6.669,NO
6,3.57,0.595,1.302,2.901,NO
0,3.576,1.252,1.49,6.974,NO
9,4.959,0.866,1.627,4.172,NO
2,2.09,0.251,1.115,5.851,NO
0,3.183,0.933,1.159,7.409,NO
1,5.175,0.675,1.625,3.15,NO
4,5.162,1.39,1.478,8.735,NO
1,4.019,0.879,1.577,5.4,NO
4,4.341,1.24,1.532,6.44,NO
7,3.935,0.543,1.372,4.884,NO
3,3.924,0.837,1.297,2.669,NO
12,5.28,1.68,1.773,5.64,NO
0,2.912,0.662,1.309,9.397,NO
1,4.116,1.043,1.457,4.665,NO
5,3.357,1.168,1.054,6.276,NO
4,3.914,1.231,1.251,6.596,NO
2,3.322,0.633,1.418,5.748,NO
3,4.798,0.817,1.503,4.798,NO
8,4.435,0.652,1.493,3.261,NO
3,5.045,0.545,1.591,7.773,NO
12,5.123,0.534,1.518,6.403,NO
4,4.105,1.211,1.298,7.263,NO
5,2.173,0.669,1.17,3.594,NO
1,3.689,1.006,1.183,5.199,NO
7,2.986,1.298,1.457,7.399,NO
2,3.036,0.479,1.296,4.154,NO
6,4.463,1.283,1.419,7.587,NO
6,3.135,1.045,1.316,9.058,NO
1,5.104,1.317,1.5,6.421,NO
2,4.626,1.379,1.389,3.558,NO
5,4.364,0.955,1.47,6.273,NO
5,4.901,1.204,1.409,5.073,NO
1,6.319,1.149,1.66,7.181,NO
1,4.042,0.622,1.342,4.871,NO
4,2.979,0.186,1.386,4.097,NO
8,2.84,0.782,1.152,3.869,NO
4,5.102,1.063,1.724,6.803,NO
3,2.541,0.408,1.24,6.761,NO
1,3.032,0.578,1.316,8.374,NO
5,2.531,0.422,1.141,6.328,NO
7,2.913,0.512,1.124,7.085,NO
8,4.235,0.529,1.544,7.015,NO
4,6.923,1.731,1.654,5.885,NO
10,4.005,0.646,1.206,9.56,NO
1,4.075,1.274,1.528,5.858,NO
0,3.136,0.273,1.379,3,NO
10,6.066,1.665,1.586,6.78,NO
8,4.712,1.366,1.262,7.822,NO
5,4.901,1.202,1.536,5.964,NO
1,3.23,0.745,1.445,10.684,NO
1,3.985,1.235,1.154,6.904,NO
7,3.839,0.743,1.445,5.45,NO
9,5.776,1.746,1.418,7.254,NO
10,3.421,0.733,1.208,9.652,NO
1,1.523,0.138,0.954,5.262,NO
2,4.829,0.768,1.39,6.146,NO
1,5.579,1.618,1.612,4.184,NO
1,3.303,0.472,1.299,3.093,NO
1,6.469,2.25,1.781,8.719,NO
0,4.436,1.929,1.521,3.664,NO
0,2.31,0.866,0.979,7.219,NO
0,2.323,0.581,1.258,5.081,NO
5,3.607,0.721,1.099,7.317,NO
1,2.899,0.644,1.324,8.266,NO
6,3.224,0.403,1.332,2.922,NO
1,3.531,1.028,1.217,5.185,NO
7,3.56,0.593,1.764,4.451,NO
4,2.564,0.302,1.106,7.014,NO
2,2.851,1.006,1.323,7.379,NO
2,5.192,1.78,1.401,10.533,NO
7,3.804,1.406,1.273,5.168,NO
13,2.292,0,1.047,7.132,NO
10,2.015,0.269,1.045,6.716,NO
3,3.699,1.295,1.479,8.507,NO
6,3.913,1.043,1.246,6.783,NO
6,5.452,2.15,1.41,9.647,NO
12,4.491,1.283,1.343,7.966,NO
3,2.042,1.134,1.034,6.807,NO
1,5.906,1.477,1.57,8.648,NO
3,3.975,0.497,1.38,4.969,NO
3,5.775,1.092,1.786,6.711,NO
4,3.061,0.627,1.238,2.84,NO
0,3.296,0.507,1.282,5.197,NO
7,2.172,0.466,1.224,8.845,NO
15,2.953,1.097,1.106,5.147,NO
5,2.358,1.179,0.969,5.541,NO
10,4.024,0.529,1.412,5.188,NO
3,5.873,1.283,1.433,5.4,NO
5,4.858,0.565,1.331,9.603,NO
3,3.732,0.878,1.354,7.793,NO
5,3.013,1.085,1.098,8.558,NO
1,3.693,0.449,1.364,5.739,NO
6,5.26,0.701,2.104,5.961,NO
1,4.934,1.303,1.469,6.238,NO
7,3.231,1.615,1.179,11.538,NO
5,3.527,0.992,1.016,8.376,NO
0,3.657,0.553,1.446,5.528,NO
2,3.556,0.778,1.049,4.333,NO
5,2.864,0.409,1.375,3.989,NO
3,3.452,0.835,1.194,7.627,NO
6,3.857,0.931,1.315,9.443,NO
7,4.346,0.593,1.39,6.322,NO
1,3.375,0.844,1.125,8.944,NO
1,4.937,0.504,1.679,3.123,NO
7,5.112,1.573,1.311,6.422,NO
12,2.015,0.672,1.03,9.806,NO
3,2.629,0.101,1.247,4.652,NO
4,2.469,0.558,1.035,8.841,NO
11,3.288,0.63,1.127,2.518,NO
10,3.494,0.675,1.218,7.624,NO
14,4.974,0.474,1.474,5.921,NO
7,6.649,0.806,1.59,9.067,NO
4,3.709,1.035,1.275,4.831,NO
12,4.533,1.38,1.401,2.286,NO
2,2.928,0.976,1.265,8.133,NO
8,3.545,0.545,1.182,7.909,NO
3,2.937,0.791,1.117,5.084,NO
1,5.071,1.919,1.614,6.442,NO
1,7.551,2.288,1.881,8.008,NO
4,2.25,0.703,1.297,5.625,NO
6,2.408,0.344,1.318,8.255,NO
14,3.021,0,1.259,6.042,NO
1,3.254,0.964,1.272,7.473,NO
11,2.508,0.502,1.319,6.102,NO
17,3.254,0.321,1.304,5.504,NO
8,4.59,1.037,1.377,3.406,NO
2,3.413,0.481,1.337,6.608,NO
1,3.23,0.646,1.278,7.493,NO
10,5.551,1.234,1.5,7.195,NO
3,2.352,0.847,1.045,10.443,NO
0,4.561,0.629,1.439,5.348,NO
9,2.961,0.592,1.25,8.645,NO
0,2.657,0.106,1.24,4.146,NO
5,3.434,0.39,1.205,6.087,NO
4,2.204,0.827,1.224,7.99,NO
10,3.214,0.857,1.5,9.214,NO
3,4.485,1.281,1.358,5.583,NO
2,3.436,0.982,1.4,12.764,NO
3,4.737,1.292,1.368,4.952,NO
4,3.759,0.456,1.329,5.127,NO
2,2.554,0.912,1.145,5.291,NO
3,3.333,0.333,1.463,8.5,NO
6,2.588,0.563,1.375,6.638,NO
11,3.115,0.497,1.244,2.754,NO
7,5.322,1.12,1.5,6.722,NO
13,3.148,0.954,1.293,6.774,NO
16,3.767,0.628,1.465,4.395,NO
5,3.891,0.797,1.198,5.203,NO
10,4.889,1.111,1.605,5.556,NO
0,3.137,0.665,1.21,4.183,NO
9,2.875,0.513,1.323,6.468,NO
6,4.701,0.672,1.448,8.06,NO
4,4.682,0.909,1.515,4,NO
9,3.545,0.545,1.106,7.364,NO
7,4.493,1.003,1.386,4.057,NO
7,3.955,0.83,1.438,6.64,NO
3,4.095,0.768,1.464,6.27,NO
12,5.447,1.421,1.342,7.697,NO
16,2.712,0.616,1.137,8.014,NO
8,2.842,1.137,1.216,7.816,NO
0,3.592,0.232,1.339,8.112,NO
4,4.779,1.434,1.513,10.035,NO
5,3.029,1.038,1.231,7.702,NO
2,3.209,0.996,1.328,9.406,NO
0,5.228,0.936,1.561,4.526,NO
7,3.401,0.972,1.288,4.65,NO
2,4.186,0.92,1.339,5.842,NO
4,4.322,0.915,1.282,7.22,NO
1,4.026,0.805,1.389,3.174,NO
1,5.667,1,1.296,7.333,NO
1,3.326,0.587,1.37,6.261,NO
5,3.914,0.672,1.234,5.89,NO
2,4.557,1.025,1.392,9.228,NO
12,2.323,0.32,1.095,4.887,NO
3,4.465,1.276,1.276,9.78,NO
2,3.016,0.456,1.29,4.173,NO
2,2.32,0.844,1.148,8.859,NO
1,2.42,0.382,1.429,7.259,NO
4,5.562,1.854,1.648,9.27,NO
12,4.802,0.997,1.52,4.711,NO
2,3.966,0.305,1.407,9.305,NO
15,4.836,1.343,1.418,4.388,NO
2,3.522,0.704,1.357,5.87,NO
7,3.589,1.02,1.187,7.464,NO
5,3.22,0.743,1.252,8.67,NO
4,6.646,1.038,1.985,5.4,NO
5,4.755,1.451,1.701,8.301,NO
6,4.602,1.33,1.239,6.852,NO
1,3.647,0.76,1.266,4.812,NO
2,4.272,1.209,1.272,10.961,NO
2,4.582,1.084,1.319,7.785,NO
5,3.505,0.649,1.284,6.88,NO
2,3.49,0.924,1.38,6.673,NO
2,5.961,0.912,1.66,5.049,NO
4,5.098,2.077,1.301,14.35,NO
4,3.813,0.861,1.271,4.92,NO
4,2.606,0.941,1.07,9.7,NO
0,2.609,0.34,1.387,6.239,NO
1,5.648,0.941,1.629,5.103,NO
5,4.566,0.794,1.456,10.522,NO
7,3.632,0.848,1.359,5.327,NO
4,4.471,0.998,1.268,5.383,NO
1,3.653,0.318,1.5,7.306,NO
0,4.105,1.219,1.504,5.323,NO
0,3.879,0.31,1.345,2.871,NO
9,4.395,0.753,1.409,4.144,NO
11,5.639,1.789,1.627,3.795,NO
0,3.941,1.258,1.332,4.947,NO
10,4.395,1.727,1.326,8.163,NO
10,3.91,0.977,1.303,6.109,NO
2,4.081,0.523,1.547,4.291,NO
6,4.65,1.05,1.467,5.7,NO
3,2.269,0.681,1.046,8.168,NO
3,2.628,0.478,1.142,8.482,NO
8,3.375,0.26,1.399,5.712,NO
7,3.919,0.968,1.28,6.29,NO
3,3.961,0.938,1.448,5.942,NO
6,3.687,1.134,1.305,6.807,NO
12,2.132,0.711,0.963,8.242,NO
8,3.387,0.774,1.14,3.774,NO
3,3.424,0.922,1.302,5.268,NO
3,4.372,0.631,1.332,6.401,NO
5,5.463,0.525,1.658,7.774,NO
6,4.718,1.704,1.311,9.306,NO
11,3.393,0.707,1.147,6.503,NO
7,2.363,0.43,1.064,4.019,NO
0,3.934,1.08,1.406,6.403,NO
12,5.049,1.116,1.535,3.614,NO
6,4.435,0.721,1.337,4.546,NO
7,3.063,0.725,1.173,5.4,NO
1,1.8,0.6,1.067,6.3,NO
4,3.301,0.707,1.166,10.847,NO
6,3.721,0.286,1.633,2.481,NO
7,3.402,1.063,1.276,8.079,NO
1,4.362,1.09,1.42,6.979,NO
2,2.849,0.867,1.445,8.794,NO
10,7.125,2.25,1.75,5.25,NO
6,4.491,1.095,1.345,8.872,NO
11,3.96,0.684,1.484,4.32,NO
10,4.208,0.877,1.286,6.487,NO
5,4.685,0.937,1.571,4.685,NO
5,2.213,0.295,1.066,10.475,NO
2,3.806,1.07,1.163,7.85,NO
5,3.421,1.222,1.222,8.308,NO
5,4.032,0.672,1.331,5.455,NO
4,3.357,0.505,1.324,4.801,NO
3,3.816,1.08,1.352,3.96,NO
12,4.167,0.667,1.315,8,NO
10,3.034,0.607,1.191,6.775,NO
3,4.073,1.008,1.395,6.635,NO
4,3.065,1.022,0.908,10.216,NO
0,3.669,1.038,1.323,3.877,NO
6,3.077,0.53,1.391,6.631,NO
9,3.079,0.592,1.171,5.447,NO
0,3.762,0.901,1.311,3.409,NO
11,3.106,0.478,1.327,5.257,NO
5,3.778,0.722,1.373,6.028,NO
1,3.072,0.97,1.311,7.922,NO
13,2.958,0.859,1.219,7.06,NO
2,3.02,0.592,1.25,7.164,NO
1,3.462,1.108,1.308,5.123,NO
2,3.635,0.606,1.284,5.712,NO
3,3.062,0.696,1.469,8.211,NO
2,4.934,1.435,1.296,5.651,NO
1,4.243,0.868,1.382,8.293,NO
1,3.176,0.741,1.447,5.612,NO
3,3.831,0.912,1.439,9.122,NO
8,2.953,0,1.406,6.047,NO
6,4.254,0.985,1.313,5.866,NO
6,2.77,0.596,1.06,6.206,NO
6,4.241,1.131,1.492,5.654,NO
3,2.431,0.768,1.166,7.166,NO
6,4.015,1.004,1.372,5.47,NO
10,4.243,0.716,1.476,4.188,NO
0,3,0.703,1.203,7.219,NO
3,4.063,0.669,1.48,3.806,NO
4,4.532,0.954,1.341,3.912,NO
4,3.909,1.318,1.298,8.591,NO
7,5.494,0.584,1.857,5.494,NO
0,2.088,0.597,1.16,7.309,NO
9,4.937,1.131,1.337,4.474,NO
9,4.5,0.75,1.667,5.5,NO
16,3.416,1.139,1.084,5.042,NO
0,3.54,0.476,1.274,5.337,NO
2,4,1.048,1.423,5.571,NO
7,3.388,0.205,1.437,6.057,NO
6,2.824,1.243,1.167,7.343,NO
5,5.619,1.095,1.481,5.095,NO
1,4.011,0.926,1.234,8.949,NO
7,3.962,1.125,1.451,3.473,NO
12,5.514,1.331,1.585,7.035,NO
5,2.341,0.468,1.162,5.931,NO
1,2.571,0.643,1.054,10.929,NO
5,3.857,1.393,1.393,7.929,NO
1,4.012,0.976,1.386,6.723,NO
2,1.187,0.297,0.89,5.736,NO
5,3,0.286,1.238,4.714,NO
2,3.24,0.771,1.311,9.026,NO
1,2.914,0.943,1.171,4.971,NO
7,1.371,0.137,1.31,4.934,NO
7,4.866,0.471,1.238,10.36,NO
1,3.375,1.003,1.409,3.922,NO
3,4.395,0.733,1.407,7.953,NO
5,3.801,0.95,1.267,7.043,NO
2,5.015,1.114,1.424,5.319,NO
2,3.68,0.451,1.339,5.032,NO
6,4.193,1.174,1.472,7.211,NO
1,3.463,0.833,1.179,5.917,NO
4,3.397,0.179,1.371,11.265,NO
2,4.368,0.926,1.289,7.324,NO
0,6.879,1.032,1.758,3.439,NO
3,3.314,0.877,1.397,6.628,NO
1,5.336,1.708,1.636,7.043,NO
2,2.97,0.54,1.35,6.75,NO
2,3.87,0.645,1.526,9.584,NO
8,3.176,0.578,1.155,5.92,NO
8,1.917,0.479,1.402,6.71,NO
4,4.5,1.05,1.367,6.3,NO
6,3.024,0.518,1.186,6.739,NO
15,3.441,1.324,1.206,6.618,NO
2,3.767,0.667,1.382,4.984,NO
7,4.154,1.35,1.235,6.023,NO
4,3.284,1.095,1.252,6.704,NO
9,4.134,0.628,1.471,7.378,NO
2,3.67,0.629,1.13,4.614,NO
13,3.771,0.905,1.425,6.788,NO
7,4.477,1.259,1.446,6.016,NO
5,3.986,0.427,1.397,3.701,NO
4,3.248,0.914,1.444,5.481,NO
8,5.196,1.63,1.279,4.483,NO
5,2.115,0.747,1.009,7.341,NO
2,4.242,1.269,1.339,3.925,NO
5,2.647,0.662,1.265,8.868,NO
7,4.119,0.961,1.48,5.766,NO
12,2.715,0.803,1.147,4.589,NO
2,4.026,0.947,1.237,5.684,NO
7,3.667,0.952,1.222,6.667,NO
9,2.693,0.691,1.096,7.278,NO
3,5.559,0.794,1.706,8.868,NO
11,4.255,0.818,1.182,7.364,NO
2,2.288,0.686,1.093,8.123,NO
9,4.105,0.456,1.196,6.294,NO
3,4.251,1.028,1.391,5.792,NO
11,5.045,0.934,1.474,4.952,NO
13,4.964,1.52,1.542,4.559,NO
2,3.027,0.928,1.135,6.74,NO
5,4.05,1.35,1.309,8.1,NO
12,4.068,1.479,1.459,7.212,NO
8,4.433,1.612,1.328,8.463,NO
10,5.5,1.5,1.778,7.333,NO
2,2.88,0.9,0.94,11.34,NO
9,3.587,0.944,1.343,9.252,NO
4,3.348,1.092,1.124,3.42,NO
3,4.561,1.03,1.504,3.605,NO
5,4.413,1.142,1.379,4.933,NO
6,3.28,0.854,1.248,5.75,NO
2,4.406,1.486,1.366,4.457,NO
3,4.867,0.695,1.365,9.966,NO
1,4.528,1.216,1.481,6.457,NO
3,4.232,1.314,1.541,7.881,NO
7,3.45,0.767,1.199,6.517,NO
4,4.21,0.581,1.548,8.419,NO
14,4.068,0.925,1.459,4.068,NO
8,4.68,0.36,1.533,4.8,NO
7,4.358,1.01,1.506,4.837,NO
0,2.893,0.482,1.246,5.063,NO
2,2.438,0.188,1.313,6,NO
0,4.675,1.052,1.299,4.442,NO
1,2.864,1.023,0.955,11.25,NO
8,3.294,0.647,1.333,4.647,NO
8,5.528,1.063,1.606,9.992,NO
4,4.018,0.643,1.446,3.214,NO
3,4.928,1.485,1.455,3.375,NO
11,1.881,0.443,0.971,7.303,NO
1,4.014,0.55,1.418,5.609,NO
8,4.411,0.535,1.545,7.084,NO
7,1.543,0.463,0.891,12.651,NO
6,5.657,0.771,1.543,10.543,NO
2,3.96,1.08,1.46,8.28,NO
2,2.983,0.522,1.231,4.065,NO
18,2.929,0.764,1.146,7.005,NO
11,4.086,0.711,1.401,7.816,NO
10,5.949,0.915,1.729,8.237,NO
8,2.328,0.698,1.034,10.591,NO
1,4.738,0.764,1.489,6.164,NO
5,2.957,0.9,1.3,3.857,NO
3,3.036,0.32,1.243,6.231,NO
4,2.835,0.945,1.2,10.665,NO
0,3.456,1.08,1.344,9.072,NO
3,4.399,0.983,1.482,4.773,NO
11,3.03,0.541,1.226,4.275,NO
2,3.782,0.923,1.314,7.564,NO
1,4.02,0.466,1.401,6.475,NO
5,4.137,1.068,1.29,7.384,NO
4,5.096,0.894,1.52,5.007,NO
1,4.144,0.492,1.391,5.047,NO
4,3.375,0.98,1.173,7.839,NO
6,4.442,0.819,1.304,5.823,NO
6,2.455,0.701,1.091,11.045,NO
5,3.696,1.129,1.494,5.236,NO
4,3.103,0.892,1.197,5.207,NO
6,3.412,0.555,1.332,5.076,NO
1,4.292,0.415,1.738,3.462,NO
1,3.051,0.774,1.108,6.83,NO
3,5.664,1.133,1.51,10.385,NO
12,3.533,0.883,1.178,6.068,NO
12,0.947,0.118,1.105,7.461,NO
1,5.248,1.977,1.555,6.769,NO
0,1.761,0.783,0.826,7.63,NO
7,4.174,0.652,1.188,7.565,NO
6,4.99,1.381,1.465,5.436,NO
3,4.779,1.434,1.354,5.018,NO
4,3.032,0.433,1.219,6.281,NO
11,3.592,1.159,1.3,9.618,NO
3,4.091,0.707,1.388,4.835,NO
1,4.852,1.393,1.441,3.795,NO
5,3.761,1.291,1.098,11.676,NO
0,3.147,1.16,1.031,8.448,NO
8,2.903,0.726,1.5,6.387,NO
17,4.037,0.883,1.654,6.561,NO
3,2.7,0.36,1.48,5.22,NO
8,5.697,0.991,1.624,5.202,NO
12,3.115,0.445,1.385,5.192,NO
12,3.14,0.725,1.277,6.81,NO
3,3.149,0.708,1.286,2.716,NO
5,4.205,0.956,1.428,5.257,NO
3,3.593,0.674,1.397,5.669,NO
0,4.032,0.864,1.304,5.256,NO
13,5.684,2.03,1.489,7.917,NO
1,3.31,0.931,1.253,6,NO
1,2.029,0.882,0.912,5.294,NO
4,4.154,1.202,1.166,8.198,NO
8,2.982,0.497,1.086,6.791,NO
5,4.699,1.282,1.438,5.981,NO
7,4.085,0.7,1.301,4.202,NO
8,2.86,0.801,1.106,6.521,NO
4,3.015,0.262,1.252,7.471,NO
1,6.517,2.048,1.593,7.076,NO
2,4.205,1.004,1.439,6.308,NO
2,4.452,0.862,1.484,3.303,NO
4,4.311,0.529,1.328,5.597,NO
3,4.594,0.817,1.531,5.461,NO
4,2.83,0.707,1.231,8.725,NO
1,4.214,0.624,1.474,11.705,NO
2,2.714,0.429,1.349,10.857,NO
3,3.459,0.595,1.298,4.351,NO
6,3.217,0.791,1.16,4.904,NO
4,3.704,0.731,1.462,5.166,NO
9,5.268,0.659,1.811,5.104,NO
3,3.813,0.824,1.363,7.368,NO
10,4.79,1.503,1.33,7.137,NO
5,4.355,1.161,1.468,4.065,NO
1,2.888,0.251,1.34,8.037,NO
9,3.639,0.939,1.291,8.335,NO
3,1.5,0.375,0.708,13.125,NO
4,3.259,0.9,1.172,3.166,NO
6,2.799,0.632,1.074,4.876,NO
4,2.65,0.379,1.22,7.57,NO
3,5.26,1.403,1.636,11.396,NO
1,4.507,0.68,1.502,4.465,NO
6,2.952,0.432,1.328,2.088,NO
6,3.389,0.383,1.209,4.427,NO
1,2.091,0.455,1.141,4.364,NO
7,5.091,1.389,1.714,11.726,NO
6,4.263,0.882,1.426,4.263,NO
5,3.048,0.653,1.234,7.294,NO
5,4.636,1.091,1.439,6.409,NO
1,2.483,0.155,1.19,11.793,NO
7,3.105,0.392,1.209,9.904,NO
9,2.565,0.945,1.05,7.56,NO
7,4,0.714,1.413,5.571,NO
4,1.946,0.243,1.072,6.243,NO
4,1.371,0.316,1.008,11.918,NO
8,4.648,1.682,1.397,8.011,NO
7,2.752,0.393,1.252,4.325,NO
17,2.538,0.346,1.231,6.462,NO
2,3.699,0.828,1.233,8.393,NO
4,2.431,0.64,1.223,7.038,NO
1,3.134,0.723,1.272,11.571,NO
17,3.64,0.645,1.28,4.377,NO
0,3.489,0.91,1.264,8.494,NO
3,2.977,0.658,1.115,7.235,NO
3,2.143,0.857,0.976,8.464,NO
1,2.987,0.836,1.407,4.898,NO
6,2.604,1.096,1.036,7.675,NO
0,2.25,0.9,1.033,8.25,NO
1,4.325,1.091,1.379,5.74,NO
0,2.503,0.894,1.073,9.298,NO
3,2.741,0.638,1.127,3.154,NO
3,5.507,1.209,1.701,5.955,NO
2,5.441,0.895,1.776,5.717,NO
1,3.604,0.854,1.426,4.869,NO
9,3.759,0.871,1.299,4.767,NO
5,3.682,0.446,1.376,6.248,NO
6,2.494,0.688,1.223,5.933,NO
1,2.177,0.327,1.113,5.444,NO
6,3.115,0.346,1.409,5.971,NO
11,4.355,0.871,1.41,5.599,NO
7,3.808,0.519,1.25,7.269,NO
4,1.985,0.596,1.169,9.232,NO
4,4.696,1.467,1.158,8.951,NO
5,5.082,0.476,1.659,5.559,NO
8,3.375,0.649,1.269,6.88,NO
6,4.137,0.798,1.29,10.524,NO
6,5.226,1.219,1.335,8.361,NO
1,5.648,1.791,1.393,7.99,NO
11,2.975,0.577,1.298,5.196,NO
4,4.048,0.598,1.354,3.634,NO
0,2.915,1.014,1.099,5.831,NO
6,2.305,0.549,1.207,2.634,NO
1,4.123,1.596,1.33,5.719,NO
4,6.522,1.213,1.551,8.949,NO
2,2.634,0.395,0.951,9.878,NO
4,2.427,0.303,1.517,5.764,NO
3,4.082,0.984,1.317,7.18,NO
1,5.105,0.794,1.626,7.147,NO
3,4.398,0.869,1.386,3.528,NO
5,2.447,0.524,1.204,4.456,NO
4,3.161,0.598,1.21,7.989,NO
1,3.286,0.773,1.067,9.924,NO
5,2.481,0.292,1.232,9.486,NO
6,2.859,1.271,1.412,8.259,NO
2,3.466,0.791,1.365,7.48,NO
6,4.701,1.478,1.358,10.746,NO
6,5.746,1.121,1.433,5.232,NO
2,3.309,0.899,1.239,6.413,NO
3,2.966,0.511,1.295,8.898,NO
5,3.695,0.995,1.326,6.537,NO
9,3.571,0.827,1.171,4.616,NO
4,2.455,0.196,1.484,4.516,NO
2,2.651,0.785,1.211,6.087,NO
2,4.837,1.382,1.335,7.069,NO
3,2.298,0.574,1.037,11.92,NO
8,4.203,1.005,1.381,3.152,NO
2,1.782,0.685,0.99,10.142,NO
4,4.435,0.391,1.391,6.783,NO
8,3.635,1.428,1.356,8.308,NO
6,4.696,0.704,1.852,7.278,NO
11,4.333,0.667,1.315,6.333,NO
7,5.927,1.482,1.793,8.89,NO
4,3.563,0.959,1.157,9.32,NO
1,4.266,0.756,1.542,5.616,NO
3,4.551,1.176,1.313,8.693,NO
8,2.647,0.132,1.338,6.75,NO
4,4.52,0.714,1.48,5.828,NO
1,4.573,1.488,1.329,3.582,NO
6,5.37,1.641,1.74,7.906,NO
4,3.743,0.841,1.346,3.869,NO
4,4.476,0.801,1.534,3.958,NO
8,3.211,1.168,1.346,8.319,NO
2,4.846,1.038,1.538,6.346,NO
6,3.034,1.213,1.247,4.702,NO
2,4.367,1.065,1.225,3.834,NO
2,4.313,1.037,1.396,4.479,NO
9,4.458,1.292,1.31,6.667,NO
2,3.375,1.013,1.35,4.95,NO
2,2.785,0.605,1.224,7.991,NO
0,4.624,1.032,1.381,3.881,NO
16,2.663,0.367,1.112,5.235,NO
3,3.094,0.422,1.453,5.063,NO
4,4.114,1.8,1.371,10.286,NO
5,3,1.5,0.861,8.75,NO
3,4.335,0.867,1.555,9.041,NO
11,3.061,0.392,1.177,2.904,NO
16,4.959,1.102,1.531,5.51,NO
3,4.288,0.635,1.465,4.765,NO
7,4.206,0.407,1.523,4.342,NO
2,2.829,0.458,1.063,6.074,NO
