G,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,IBB,HBP,SH,SF,GIDP,yrsInLeague,ASG_Result
75,267,34,77,14,0,15,54,4,1,13,70,0,3,0,3,8,0,NO
120,305,36,68,12,1,2,23,2,4,31,38,1,0,3,5,5,2,NO
145,380,57,117,16,8,0,31,30,12,27,27,3,8,9,1,7,9,NO
129,422,67,89,16,1,30,59,1,1,59,150,1,5,0,0,6,2,NO
139,502,67,139,21,6,9,44,14,7,43,97,0,18,0,1,2,2,NO
144,415,49,115,19,1,11,58,0,2,39,82,4,4,0,7,6,2,NO
96,296,30,72,11,2,12,48,2,0,17,69,1,3,2,5,9,1,NO
148,506,64,113,24,2,29,82,2,0,70,212,1,4,0,5,8,3,NO
85,320,43,76,19,4,3,34,10,5,48,57,0,1,2,3,4,0,NO
92,335,52,90,17,2,10,32,5,2,12,91,2,2,2,3,4,1,NO
158,625,63,164,17,2,1,40,8,9,60,41,0,5,1,4,15,9,NO
92,288,25,63,11,3,3,33,1,4,16,34,2,2,8,2,4,9,NO
135,262,33,70,12,5,6,35,11,5,27,49,3,2,8,5,1,9,NO
140,476,49,129,22,4,3,42,4,5,37,34,7,2,6,8,8,11,NO
94,276,33,84,19,0,4,34,3,0,5,44,0,0,0,3,8,4,NO
91,270,19,73,3,1,1,12,0,2,19,38,3,1,0,1,8,3,NO
103,334,41,78,16,2,2,20,3,2,29,30,2,0,3,1,6,10,NO
140,536,84,156,40,1,20,79,0,1,51,95,3,5,1,5,15,1,NO
100,289,35,74,11,0,2,20,17,2,25,38,0,2,3,0,10,8,NO
126,426,46,102,23,2,12,35,15,6,34,94,1,5,11,2,9,3,NO
163,617,78,162,32,0,25,99,1,1,82,104,4,1,0,4,18,7,NO
114,375,42,99,18,4,6,29,1,3,12,68,5,4,0,0,11,2,NO
144,468,70,130,20,5,10,48,15,5,41,92,7,13,9,2,10,5,NO
122,388,47,109,23,2,9,34,6,5,27,55,3,0,1,4,14,4,NO
116,368,60,101,16,3,24,89,1,1,21,82,1,6,0,7,9,7,NO
99,299,30,65,11,2,6,35,0,2,34,90,5,1,3,1,9,10,NO
150,557,61,141,28,2,20,72,2,2,29,70,2,1,0,3,15,7,NO
94,291,44,75,10,6,2,29,21,0,25,80,0,7,6,1,4,0,NO
119,282,46,63,13,1,10,32,5,0,40,52,2,1,3,2,8,1,NO
105,291,22,71,17,0,5,36,0,0,11,45,1,1,6,3,8,3,NO
152,526,63,142,33,4,14,63,1,0,34,56,0,6,2,3,15,1,NO
99,290,39,79,19,0,12,40,0,2,41,42,3,3,0,5,10,11,NO
103,273,25,65,11,2,3,29,0,0,34,40,6,0,0,2,12,12,NO
107,256,38,71,8,3,1,14,3,2,15,33,0,2,9,0,6,12,NO
78,282,37,78,10,6,13,51,1,2,29,44,4,2,0,3,4,4,NO
122,413,54,110,27,2,9,49,3,3,31,62,3,2,5,2,3,3,NO
75,273,42,69,12,3,2,17,12,3,13,36,0,0,3,3,3,0,NO
87,268,25,56,16,0,5,31,1,0,12,49,0,1,8,2,6,1,NO
101,315,33,85,11,1,2,30,2,1,26,22,0,3,4,2,4,2,NO
105,300,44,87,18,3,6,40,0,1,38,66,3,0,5,4,4,7,NO
156,582,69,141,23,3,24,58,0,1,44,153,1,5,0,5,17,2,NO
109,301,47,83,13,4,4,27,3,2,48,61,1,1,4,1,10,5,NO
141,502,68,130,30,1,20,82,4,3,34,134,1,3,2,9,10,4,NO
161,705,133,230,28,15,3,49,79,10,28,81,3,6,5,1,4,4,NO
116,422,56,110,17,4,3,30,10,3,52,88,2,2,5,3,4,2,NO
100,295,44,78,11,2,9,33,10,4,12,44,3,3,0,0,4,5,NO
88,250,28,62,9,2,7,27,1,2,17,28,1,2,3,4,11,7,NO
132,480,55,119,24,1,7,41,14,5,22,75,0,6,9,2,8,9,NO
143,486,57,135,22,1,5,43,6,2,28,45,1,4,0,3,9,8,NO
131,352,77,101,19,3,28,84,5,3,72,70,8,1,2,2,12,8,NO
121,376,23,94,17,2,5,23,0,5,35,49,11,2,0,0,16,6,NO
154,587,88,162,28,10,10,54,46,9,26,90,2,2,2,2,5,4,NO
118,401,40,97,21,1,12,47,2,2,23,94,2,3,1,2,9,1,NO
124,371,31,73,17,0,7,30,3,1,37,82,4,3,1,0,5,5,NO
116,420,78,119,22,5,10,40,22,9,37,93,0,4,3,1,9,0,NO
111,310,38,82,11,0,14,47,2,1,23,81,2,0,0,1,8,10,NO
155,653,63,166,26,15,2,41,18,23,24,58,2,4,10,5,7,4,NO
128,443,61,122,24,4,8,62,32,15,27,74,1,5,5,4,9,3,NO
148,561,95,173,28,3,6,51,13,9,82,73,1,3,12,3,6,10,NO
117,350,34,88,21,3,5,38,1,1,30,57,3,5,2,5,9,7,NO
144,573,54,158,22,6,4,48,3,4,34,57,1,2,13,2,14,2,NO
112,452,63,151,21,2,8,86,27,9,33,71,2,8,0,6,10,4,NO
99,338,43,96,19,4,2,28,15,6,32,57,1,0,5,2,10,7,NO
87,262,30,67,4,6,4,29,2,2,25,29,8,0,3,5,2,3,NO
143,505,27,139,18,4,3,38,0,5,15,35,2,6,17,3,13,5,NO
127,407,64,97,17,3,7,45,14,14,81,111,7,3,1,3,5,3,NO
89,323,50,86,17,1,23,63,0,0,24,42,2,2,1,9,7,0,NO
86,336,31,86,18,0,1,27,4,1,32,12,0,2,15,5,12,7,NO
129,391,41,97,16,3,2,36,17,16,21,49,1,1,4,5,9,5,NO
99,358,41,109,19,2,6,42,2,3,39,27,12,0,0,3,8,7,NO
131,469,76,137,29,2,14,69,11,5,77,113,5,7,0,9,5,5,NO
133,403,54,98,16,1,17,56,1,3,53,71,2,3,3,3,6,5,NO
152,563,71,153,42,0,21,88,1,1,62,131,5,3,0,4,18,3,NO
120,271,42,74,8,5,7,44,3,4,33,40,2,3,3,6,4,9,NO
136,453,70,137,18,3,11,45,0,2,66,55,5,1,2,4,8,4,NO
123,393,45,112,13,2,3,48,9,4,23,33,2,0,16,4,7,2,NO
98,267,21,64,9,2,1,24,3,1,18,26,0,3,2,0,5,12,NO
99,361,39,85,13,5,6,33,4,2,33,59,2,2,3,1,7,3,NO
108,312,46,78,9,5,0,9,27,1,12,67,0,0,4,0,4,0,NO
137,455,54,109,13,6,2,49,2,4,29,50,3,4,8,4,8,7,NO
100,272,28,78,10,1,12,36,1,4,15,45,2,0,3,4,9,14,NO
89,320,51,80,11,3,2,33,27,7,54,53,0,0,1,1,9,4,NO
112,327,34,82,16,2,3,25,6,1,29,67,1,2,4,1,7,8,NO
123,328,43,78,25,1,5,43,6,3,22,56,5,3,3,2,7,3,NO
110,291,33,77,8,5,2,27,3,2,16,25,3,0,7,2,10,5,NO
157,586,96,165,39,2,37,116,1,0,89,153,9,3,0,6,16,2,NO
154,564,56,148,31,7,4,49,3,3,31,59,2,2,12,4,11,3,NO
84,319,35,83,13,1,12,47,1,0,19,60,0,2,1,3,11,6,NO
108,281,29,55,11,2,2,17,7,3,25,59,0,0,2,2,6,8,NO
141,490,62,117,23,4,22,79,0,2,44,94,8,4,0,5,12,2,NO
116,283,41,80,17,3,8,30,8,5,17,57,0,10,6,3,2,3,NO
109,414,60,127,17,8,10,70,5,3,29,88,3,5,0,6,9,5,NO
112,361,41,94,9,3,5,34,4,5,33,29,0,1,12,1,13,1,NO
98,291,32,74,13,3,5,36,7,4,17,50,3,0,2,1,4,0,NO
98,379,56,106,26,0,19,67,6,3,33,95,3,6,0,3,6,7,NO
141,449,38,106,24,3,6,47,2,2,36,82,3,9,5,9,10,1,NO
88,273,25,73,16,0,8,39,0,0,16,49,2,1,0,2,5,4,NO
126,386,43,103,25,0,11,51,0,0,29,42,1,5,0,9,8,5,NO
90,278,18,62,6,0,0,18,0,1,19,37,5,1,6,2,14,1,NO
131,339,46,93,22,1,20,65,0,0,23,88,5,1,0,4,5,5,NO
134,461,65,134,15,3,3,45,16,8,32,58,4,2,4,9,12,2,NO
134,487,54,122,19,2,5,35,19,5,13,84,3,3,3,3,5,9,NO
141,532,81,159,29,3,13,85,5,4,57,63,4,6,4,3,9,5,NO
125,397,49,102,13,3,2,35,20,1,32,63,1,2,6,3,13,4,NO
89,271,28,58,15,1,1,22,0,1,23,35,5,1,1,1,7,2,NO
96,254,28,71,17,2,3,32,2,2,19,53,1,1,1,2,6,7,NO
136,573,90,176,44,2,13,73,4,6,52,66,3,6,2,11,10,8,NO
153,488,44,123,13,0,11,53,6,3,24,69,2,9,2,4,23,4,NO
112,331,21,79,12,0,9,39,0,1,21,104,0,6,2,1,8,6,NO
113,315,48,73,16,2,20,54,1,1,38,132,1,3,0,5,2,3,NO
149,502,72,139,32,0,20,87,0,0,66,100,11,1,0,3,7,9,NO
152,581,71,154,23,6,3,59,23,16,26,50,0,3,2,4,9,2,NO
106,403,49,78,8,4,0,13,21,9,46,61,2,0,10,1,2,7,NO
98,279,42,79,18,7,6,33,25,6,40,51,3,1,1,3,5,7,NO
144,503,83,139,20,2,0,22,66,13,65,43,3,1,16,0,3,2,NO
149,516,64,142,25,3,13,65,9,8,49,69,11,0,3,4,19,4,NO
108,254,26,68,18,0,10,34,0,1,22,66,2,1,1,5,2,6,NO
161,537,51,135,25,1,10,52,8,5,61,84,19,0,7,2,10,6,NO
141,564,96,167,28,3,11,63,53,9,42,70,1,9,7,5,11,3,NO
157,601,112,193,42,3,26,87,9,5,83,87,4,3,1,2,11,3,NO
129,552,99,150,30,7,12,49,8,4,52,129,0,4,3,3,12,3,NO
90,312,55,86,13,4,2,30,8,4,38,32,0,2,11,5,8,7,NO
91,288,32,64,11,3,2,30,12,3,15,41,0,1,6,2,3,6,NO
115,411,65,113,19,10,8,38,23,12,53,59,3,1,11,4,9,6,NO
131,433,77,114,20,5,28,70,3,4,70,82,1,11,1,2,9,4,NO
128,485,69,155,26,4,5,55,32,8,21,82,0,6,8,3,9,2,NO
147,325,69,95,11,1,3,36,28,11,42,62,0,1,6,1,6,2,NO
122,461,69,135,31,6,9,56,5,5,42,76,1,9,5,6,6,2,NO
132,436,62,111,26,0,16,50,4,4,69,93,3,2,1,2,11,3,NO
117,391,45,113,18,3,4,39,5,4,28,34,5,4,4,1,3,9,NO
146,452,58,122,28,4,14,70,8,6,68,122,9,1,2,4,10,10,NO
109,282,31,75,15,2,4,28,2,1,30,37,4,0,5,1,9,0,NO
85,257,29,62,15,1,8,40,2,0,38,69,2,3,0,3,12,1,NO
79,292,45,69,9,2,8,25,5,2,22,58,0,1,1,1,7,3,NO
95,251,24,59,13,4,1,15,4,3,19,56,2,1,0,1,8,7,NO
156,601,79,161,43,4,10,48,10,10,48,100,3,3,7,4,12,4,NO
134,493,72,128,35,1,16,59,9,2,66,120,5,6,1,5,8,1,NO
156,588,82,169,28,4,5,63,13,12,61,66,3,5,12,2,14,6,NO
117,371,39,97,10,3,3,39,8,5,25,25,0,3,8,7,7,5,NO
100,373,67,107,18,2,23,70,1,3,54,102,2,5,0,3,3,2,NO
102,376,43,110,12,6,2,45,13,5,37,28,6,0,3,4,11,4,NO
152,541,74,124,25,0,26,72,10,4,62,154,2,4,2,4,9,3,NO
100,326,28,93,11,1,2,40,1,2,26,41,5,1,0,6,12,11,NO
162,597,74,172,33,5,14,70,8,8,51,64,24,2,4,3,24,6,NO
147,502,72,136,26,11,12,43,22,9,32,124,0,10,7,1,7,1,NO
112,309,38,82,18,2,5,30,22,6,22,37,2,0,6,1,6,1,NO
115,253,28,65,12,4,2,25,3,5,18,51,0,1,5,1,6,4,NO
148,505,58,111,18,0,7,50,2,2,70,78,3,2,18,7,4,6,NO
134,396,40,88,15,1,14,52,2,1,40,27,8,0,1,7,8,10,NO
157,596,84,167,36,4,28,103,1,2,56,91,5,4,0,5,21,6,NO
162,629,90,178,37,4,12,85,9,3,52,103,8,0,0,6,17,2,NO
143,454,72,136,18,11,13,53,12,5,68,128,1,0,6,2,5,4,NO
121,406,55,112,20,6,6,53,9,5,36,57,2,8,1,3,9,1,NO
157,595,106,182,48,1,20,87,10,7,99,113,7,2,0,1,10,2,NO
148,421,59,111,17,6,24,75,13,2,24,81,11,1,4,5,13,13,NO
85,261,36,56,13,1,13,38,1,1,28,93,1,6,1,3,5,1,NO
149,554,93,148,24,5,26,56,5,12,92,124,7,1,3,1,3,7,NO
148,476,70,116,21,2,11,52,9,7,67,116,3,1,8,4,9,6,NO
126,357,50,116,18,2,9,51,6,0,43,50,5,0,4,2,6,1,NO
138,483,84,138,37,1,22,88,6,3,71,102,3,7,0,7,6,10,NO
113,288,46,74,7,7,3,29,6,3,22,28,0,9,4,2,6,2,NO
101,276,27,60,9,1,0,19,1,1,18,27,1,2,3,1,10,2,NO
95,253,15,57,10,2,0,34,0,2,26,37,8,3,6,0,9,1,NO
152,576,75,156,17,6,1,32,55,24,48,53,7,2,8,3,7,6,NO
128,315,33,86,21,1,6,40,13,2,21,40,0,9,2,7,12,3,NO
143,537,111,177,34,3,34,105,5,5,91,111,2,6,0,4,9,3,NO
113,368,46,110,21,1,6,58,0,2,31,59,1,3,1,5,12,4,NO
106,325,42,105,16,0,4,43,1,1,27,21,6,0,0,5,12,13,NO
157,608,96,164,32,8,16,67,10,6,52,99,1,4,30,3,15,5,NO
140,494,73,128,19,0,26,92,3,0,82,108,9,2,0,8,13,10,NO
91,295,24,74,13,4,1,19,1,2,25,29,0,1,6,1,10,1,NO
92,257,23,60,12,4,2,29,6,5,22,64,3,0,3,1,4,5,NO
112,360,20,87,15,1,2,33,1,0,24,71,7,1,5,4,17,1,NO
114,389,44,89,24,1,9,46,4,6,25,85,4,4,10,2,11,0,NO
124,457,60,135,29,4,8,58,4,5,64,59,0,0,6,4,16,1,NO
146,531,94,137,26,3,38,102,2,7,89,124,6,2,0,1,8,7,NO
148,540,74,162,22,10,12,58,17,5,58,83,7,1,3,3,12,1,NO
149,534,67,139,20,8,1,30,23,16,57,98,4,0,5,2,5,2,NO
101,293,39,78,17,1,9,32,3,2,19,55,1,31,1,1,6,5,NO
159,606,85,177,39,4,26,87,11,2,24,86,2,8,0,3,14,3,NO
128,410,55,88,14,3,5,46,13,0,75,71,7,12,3,2,10,4,NO
100,287,60,83,13,3,15,42,2,2,36,48,0,3,2,0,6,5,NO
146,495,45,121,20,0,2,49,2,5,59,53,8,3,5,6,15,9,NO
135,452,34,103,16,1,12,54,2,5,40,75,7,8,9,6,15,3,NO
157,587,58,153,36,1,17,79,2,6,19,74,4,7,5,2,17,5,NO
100,283,41,68,15,2,7,42,9,3,37,59,4,2,0,2,2,9,NO
84,314,46,80,14,3,2,18,26,1,19,71,1,10,4,1,1,1,NO
113,278,36,78,12,0,16,37,0,0,30,59,3,1,0,4,10,14,NO
107,319,64,82,21,3,15,50,2,4,83,69,5,1,1,3,6,6,NO
116,317,46,72,7,0,8,30,2,4,27,39,1,3,6,2,5,2,NO
108,336,25,97,11,2,3,41,2,1,33,27,4,2,1,5,10,7,NO
106,293,46,80,16,1,18,41,1,1,18,52,0,3,0,4,7,2,NO
121,412,56,101,26,2,15,55,5,1,39,87,0,7,0,2,15,3,NO
147,431,77,127,27,7,8,45,31,7,58,55,1,0,7,2,4,1,NO
113,386,47,101,23,2,19,60,8,1,37,100,2,6,4,4,9,4,NO
114,385,36,97,15,1,8,49,2,3,23,30,3,2,8,3,10,1,NO
92,278,39,73,9,5,6,33,3,5,35,43,1,0,3,2,4,3,NO
138,443,71,113,31,3,11,73,3,1,48,76,1,6,3,2,8,8,NO
144,464,85,128,28,3,23,66,12,8,63,148,9,1,2,4,5,1,NO
118,335,34,84,17,0,2,31,5,5,49,45,2,1,2,2,12,9,NO
103,266,40,70,14,0,6,22,1,0,16,49,0,5,0,1,6,5,NO
146,564,87,160,28,4,17,72,10,5,79,95,5,3,3,6,8,9,NO
111,426,55,122,24,7,1,28,15,3,31,84,0,2,1,0,14,0,NO
84,290,39,68,23,2,14,40,0,3,32,92,0,2,0,2,2,0,NO
106,394,44,105,21,2,5,35,12,8,30,37,3,7,2,2,10,1,NO
148,506,76,133,28,8,9,50,7,8,61,89,1,9,2,4,9,9,NO
103,328,45,85,20,5,8,38,8,3,30,45,7,1,0,2,4,4,NO
116,326,22,80,13,3,3,31,7,6,26,51,3,0,3,1,6,6,NO
71,253,35,54,8,2,9,28,12,3,35,55,5,2,0,2,5,10,NO
126,419,80,130,28,0,29,82,1,1,69,94,4,9,3,3,10,4,NO
144,455,70,135,22,3,13,62,5,2,45,62,1,5,1,2,16,1,NO
123,436,51,108,19,3,3,39,13,3,34,87,0,10,9,5,7,4,NO
156,602,61,182,34,2,10,101,6,3,49,62,8,4,2,10,26,9,NO
133,468,81,132,25,11,9,40,21,7,51,124,3,0,0,2,5,2,NO
125,335,38,70,18,1,13,44,8,9,56,133,1,1,0,0,5,4,NO
91,331,34,89,19,2,9,38,4,1,30,104,1,5,0,2,5,1,NO
114,327,41,90,18,0,15,50,1,1,23,71,5,1,2,4,8,2,NO
113,404,41,96,7,1,0,22,15,5,34,52,3,2,7,2,2,2,NO
104,323,50,76,14,0,25,79,1,1,51,71,6,0,0,4,10,6,NO
145,530,95,141,26,3,10,35,59,18,66,71,3,4,10,3,10,2,NO
93,279,35,69,20,1,4,31,1,2,32,42,1,1,3,3,6,3,NO
162,653,99,174,43,5,24,91,4,1,61,125,3,3,0,5,26,2,NO
126,256,28,54,19,0,10,35,1,1,40,66,2,5,0,1,5,9,NO
100,251,20,61,10,1,0,19,1,3,17,26,0,0,4,1,10,4,NO
159,569,84,163,26,1,23,88,0,4,59,61,6,0,0,10,9,5,NO
89,276,48,60,17,5,20,51,1,1,42,105,3,9,0,3,3,0,NO
149,533,63,119,23,5,4,52,18,5,42,88,1,6,7,4,10,2,NO
94,373,64,103,16,5,11,33,13,7,28,52,0,2,13,1,3,5,NO
152,553,70,131,24,7,22,90,5,5,57,120,8,5,2,9,18,5,NO
125,449,73,124,19,2,11,56,8,2,66,58,0,7,16,4,10,7,NO
124,418,58,108,23,0,4,51,1,1,83,50,3,2,7,7,5,5,NO
113,380,41,104,23,0,8,32,2,0,34,97,3,11,1,2,13,3,NO
162,581,95,157,35,7,27,86,19,9,98,164,8,5,0,4,14,5,NO
138,470,73,136,26,6,16,84,2,1,78,69,10,2,2,7,11,8,NO
115,251,40,63,11,3,3,13,14,5,24,50,1,0,3,0,5,5,NO
142,520,56,121,21,3,12,69,3,2,31,100,0,3,5,9,9,4,NO
145,532,50,146,32,5,10,65,4,5,28,74,5,4,7,2,14,1,NO
92,288,30,70,11,2,6,31,8,3,17,15,7,2,4,4,11,6,NO
154,451,62,120,24,3,4,37,10,6,42,86,1,0,7,5,5,2,NO
153,559,93,143,18,2,33,88,4,5,74,111,1,3,4,7,15,6,NO
157,567,67,158,15,12,3,47,41,14,34,33,4,1,4,5,20,5,NO
96,307,26,73,15,0,2,42,3,0,24,48,3,2,3,2,8,8,NO
83,258,17,58,7,0,1,21,0,1,13,71,1,3,5,3,6,1,NO
111,367,60,102,19,1,7,46,5,1,55,64,0,4,3,3,9,8,NO
152,528,55,126,23,5,6,52,12,10,56,120,4,3,7,3,5,1,NO
143,518,68,129,23,3,21,92,0,1,56,116,5,3,0,5,16,6,NO
94,263,28,70,19,0,3,23,5,1,30,61,1,1,0,2,3,2,NO
153,582,82,166,26,2,4,41,29,4,43,60,0,21,16,2,11,0,NO
133,454,57,112,24,2,11,47,2,3,42,66,0,6,6,4,11,5,NO
103,325,37,70,12,1,11,39,0,2,42,66,5,1,5,2,13,3,NO
102,405,61,121,21,4,4,35,19,7,28,57,0,2,5,1,7,0,NO
89,256,19,78,15,0,2,28,0,2,21,34,8,8,2,3,4,4,NO
142,487,67,146,38,1,11,65,4,1,74,55,4,5,2,6,9,5,NO
103,361,43,107,22,4,3,36,1,3,41,23,7,0,1,3,8,7,NO
77,252,26,58,15,1,8,33,2,2,10,57,0,2,1,2,13,4,NO
140,407,53,104,12,3,17,50,3,2,32,111,2,9,0,0,4,1,NO
94,339,36,89,23,0,5,42,3,2,30,38,1,0,2,7,7,5,NO
107,357,46,102,12,3,1,38,2,2,17,31,1,2,5,5,9,11,NO
132,388,67,112,22,4,15,43,20,3,30,136,1,1,2,3,4,5,NO
128,511,85,150,26,6,9,34,15,5,61,104,1,4,0,1,8,4,NO
153,587,69,152,22,10,6,68,37,17,34,92,4,5,0,8,13,6,NO
120,355,24,89,10,3,1,33,3,1,34,34,11,3,5,4,16,4,NO
115,364,45,82,18,1,15,51,2,1,38,78,0,14,0,4,9,8,NO
140,491,55,124,28,2,8,53,1,0,30,106,8,1,5,4,12,2,NO
161,614,84,196,47,4,10,111,8,2,79,70,18,0,4,8,14,6,NO
129,409,56,97,24,2,11,71,1,0,39,116,1,1,2,4,13,9,NO
87,304,26,78,15,1,8,43,3,1,11,50,1,0,2,3,6,1,NO
156,612,73,181,38,1,3,53,2,1,70,83,11,3,0,1,17,9,NO
154,639,101,219,24,6,9,44,30,14,30,68,1,2,18,4,7,3,NO
112,360,37,81,17,2,5,44,3,5,37,66,1,1,2,2,9,6,NO
162,586,87,160,34,6,18,96,10,6,84,97,13,12,2,13,17,1,NO
128,396,49,104,10,1,3,39,6,2,50,73,0,0,8,3,8,7,NO
103,306,36,73,13,2,0,22,1,4,15,25,0,7,13,1,3,1,NO
115,253,26,48,11,2,8,27,0,0,32,90,0,2,0,1,3,9,NO
138,472,49,108,15,2,14,63,16,3,35,158,9,1,1,2,5,1,NO
76,260,27,65,13,0,2,19,4,0,22,17,0,0,2,2,9,7,NO
114,428,57,119,22,2,3,27,6,4,14,48,2,1,8,2,9,4,NO
97,266,22,71,10,0,2,14,1,3,9,31,1,0,3,1,9,12,NO
135,493,83,131,19,4,0,36,25,12,57,56,2,2,3,5,5,3,NO
82,302,46,73,10,3,2,13,22,4,28,70,0,2,4,1,4,2,NO
151,582,57,148,35,1,11,83,0,2,51,134,0,4,2,6,20,6,NO
90,256,43,76,10,0,17,47,2,1,35,55,1,2,5,0,8,13,NO
130,404,61,115,22,8,4,39,3,4,42,54,0,6,3,4,12,14,NO
111,254,27,53,7,3,2,19,22,2,16,67,1,0,4,1,4,5,NO
153,581,119,161,29,3,12,63,13,8,125,132,9,4,1,8,6,14,NO
129,429,54,89,22,6,11,34,13,5,24,142,0,11,1,2,9,2,NO
141,475,54,137,23,0,6,46,8,1,58,48,8,1,0,2,11,5,NO
135,485,49,120,28,1,14,55,1,0,48,99,4,1,0,4,13,8,NO
104,350,40,103,15,0,3,31,0,3,38,37,12,0,6,0,11,6,NO
97,351,34,88,17,2,14,43,1,2,23,117,0,4,0,0,4,0,NO
125,406,53,123,19,2,5,37,3,5,24,40,2,1,5,2,5,13,NO
108,318,36,72,21,2,10,49,0,0,62,59,6,4,0,0,9,4,NO
131,281,38,72,21,1,11,51,0,0,33,75,5,3,0,3,4,8,NO
147,528,94,139,11,9,6,58,55,10,68,117,2,1,5,4,7,9,NO
96,316,46,101,17,4,12,58,4,1,22,44,1,4,1,3,12,2,NO
118,427,31,94,16,0,8,39,0,3,26,116,0,2,0,2,9,4,NO
130,327,24,67,4,4,1,20,9,3,18,51,2,0,8,1,10,1,NO
133,353,48,108,22,5,4,42,12,3,24,44,3,0,11,2,7,5,NO
80,264,38,70,22,0,13,47,2,2,32,52,8,3,2,3,9,4,NO
135,492,71,124,24,0,23,85,9,5,51,153,4,7,0,5,4,4,NO
115,339,42,95,17,4,2,36,7,1,21,43,4,1,0,4,13,9,NO
136,465,39,99,10,2,0,32,6,3,29,93,2,1,11,4,10,0,NO
100,290,33,69,18,2,7,42,3,4,35,61,3,2,2,2,8,6,NO
147,504,85,127,25,1,12,46,18,11,70,88,0,1,6,6,15,4,NO
103,253,37,62,11,1,9,25,0,1,28,66,1,3,0,2,13,3,NO
149,505,103,144,30,3,21,87,6,0,69,106,0,9,2,8,9,10,NO
89,303,46,71,17,1,18,48,1,0,40,68,8,1,1,2,6,4,NO
131,444,58,112,25,2,9,49,4,6,37,92,0,7,6,4,9,1,NO
131,385,44,104,15,5,4,37,26,9,31,33,1,0,8,1,11,7,NO
105,296,39,76,14,4,2,23,8,14,22,48,4,2,3,1,1,7,NO
115,325,33,76,13,0,16,52,2,5,37,60,5,0,1,4,5,4,NO
82,271,31,68,11,1,1,18,8,3,25,28,1,3,8,1,2,11,NO
126,463,68,114,21,3,9,47,19,5,66,66,2,0,1,6,3,12,NO
110,277,21,59,7,0,8,31,0,0,13,73,1,5,6,2,7,2,NO
114,364,40,100,23,5,8,44,2,2,39,57,3,5,3,4,13,0,NO
118,327,40,84,16,2,12,47,0,2,36,76,9,2,5,2,4,8,NO
119,421,46,111,25,0,4,50,12,1,41,81,4,3,5,5,4,5,NO
104,260,42,66,10,2,10,50,0,0,32,61,2,3,3,4,7,2,NO
131,461,62,125,25,5,10,63,7,1,30,65,1,3,0,7,10,3,NO
125,499,56,125,16,0,26,87,1,1,32,107,4,3,0,8,12,5,NO
127,422,47,112,8,8,3,30,8,3,25,64,2,0,6,2,4,2,NO
120,347,36,99,17,3,4,51,0,0,24,34,1,6,0,3,12,4,NO
140,367,58,92,14,4,13,43,13,3,50,66,2,3,3,1,8,7,NO
108,385,48,93,22,3,13,41,1,0,32,64,5,2,1,1,15,1,NO
154,528,67,122,24,7,1,45,4,4,51,51,1,2,9,3,13,3,NO
155,600,62,145,34,10,8,55,14,6,49,138,0,8,2,3,9,4,NO
108,320,28,80,10,0,9,50,0,1,34,34,6,0,3,7,12,4,NO
155,597,80,171,20,3,8,37,20,12,55,40,1,11,8,3,9,1,NO
123,367,47,81,15,4,10,36,4,2,34,95,2,2,3,3,2,1,NO
117,266,37,67,13,2,2,22,2,2,20,60,3,4,3,2,10,5,NO
142,495,51,119,27,1,22,69,1,0,33,129,1,2,0,3,21,1,NO
120,413,65,109,21,2,25,71,2,1,42,100,3,5,0,3,8,9,NO
97,325,50,97,21,2,4,36,5,7,15,12,0,1,10,2,5,5,NO
140,508,73,137,38,0,22,91,4,0,54,75,4,9,0,11,4,2,NO
141,463,45,128,12,2,7,50,6,4,43,61,10,6,1,2,19,8,NO
109,258,30,64,13,4,3,24,2,3,30,42,1,3,1,1,6,0,NO
84,265,48,77,18,0,21,52,1,1,26,90,2,3,0,2,5,5,NO
107,372,58,101,24,5,19,65,5,4,32,104,2,7,0,1,12,3,NO
156,583,87,175,38,6,20,86,21,2,78,151,5,17,0,7,9,4,NO
93,324,35,74,6,0,11,39,1,1,25,69,2,0,0,3,10,5,NO
105,289,32,61,14,1,5,22,1,4,24,68,0,2,1,1,7,2,NO
159,608,68,164,21,5,11,55,7,5,18,108,3,14,10,2,13,4,NO
144,542,54,163,24,5,11,88,3,6,35,42,6,2,2,5,15,6,NO
124,312,31,77,13,2,3,44,3,4,24,37,4,2,3,4,8,3,NO
105,297,27,80,11,1,8,32,0,3,37,50,4,6,5,2,10,8,NO
148,501,69,129,25,5,6,53,13,5,48,97,8,4,3,1,7,6,NO
94,253,27,61,10,2,8,30,1,1,18,61,2,1,0,1,4,1,NO
114,386,39,100,14,7,9,48,4,7,17,71,1,5,6,3,7,0,NO
122,334,30,67,13,2,4,31,8,3,21,47,0,0,13,1,8,7,NO
147,425,74,97,19,3,25,70,7,4,56,138,3,5,0,5,7,2,NO
153,592,71,150,30,5,14,54,18,3,19,142,1,8,4,5,8,2,NO
116,322,42,86,17,4,8,46,3,6,42,70,3,2,2,0,4,0,NO
158,558,47,140,21,6,1,40,10,5,25,70,8,0,7,3,8,2,NO
113,407,61,109,23,5,4,31,18,12,41,40,1,2,2,0,7,2,NO
146,463,26,104,12,4,0,39,6,4,8,37,0,0,10,4,9,7,NO
110,415,62,107,21,1,7,31,5,0,40,70,0,7,2,0,5,10,NO
85,250,29,65,12,2,5,30,3,0,27,40,3,1,4,1,2,3,NO
